1192,URBAN AFRICA MEDIA PRIVATE LIMITED,Zimbabwe,Africa & Middle East,ZWE,Marketing,Marketing Consulting Services,Media,Low,0
1193,TSEBO SERVCOR PRIVATE LIMITED,Zimbabwe,Africa & Middle East,ZWE,Property,Real Estate Services,Management,High,0
1194,TRAM GRAPHICS PRIVATE LIMITED,Zimbabwe,Africa & Middle East,ZWE,OfficeSerSupp,Office Supplies (except Paper) Manufacturing,PrintProdt,Medium,0
1195,ABN TRAINING INSTITUTE PTY LTD,Zimbabwe,Africa & Middle East,ZAF,HR,Human Resources Consulting Services,Train&Dlvp,Low,0
1196,EDNASH INVESTMENTS PRIVATE LIMITED,Zimbabwe,Africa & Middle East,ZWE,Professional Services,Management consultancy activities,MgtConsult,Medium,0
1197,RAFFLES FASHIONS PRIVATE LIMITED,Zimbabwe,Africa & Middle East,ZWE,OfficeSerSupp,Office Supplies (except Paper) Manufacturing,Uniform,Low,0
1198,TUREZINVESTMENTS PRIVATE LIMITED,Zimbabwe,Africa & Middle East,ZWE,Property,Real Estate Services,Rent,Medium,0
1199,ASSOCIATED TYRES PRIVATE LIMITED,Zimbabwe,Africa & Middle East,ZWE,Property,Real Estate Services,R&M,Low,0
1200,CA ARABIA FZ LLC,Zimbabwe,Africa & Middle East,ZWE,Technology,TECHNOLOGY,SWAppli,Low,0
1201,OPTIMA LEGAL PRIVATE LIMITED,Zimbabwe,Africa & Middle East,ZWE,Technology,TECHNOLOGY,Srvc-Consult,Low,0
1202,WEST UC HONG KONG LTD,Zimbabwe,Africa & Middle East,HKG,Technology,TECHNOLOGY,T&N-VoDtBilling,Low,0
1203,RESERVE BANK OF ZIMBABWE,Zimbabwe,Africa & Middle East,ZWE,Professional Services,All Other Professional~ Scientific~ and Technical Services,Others,Low,0
1204,NIRANA PVT LTD,Zimbabwe,Africa & Middle East,ZWE,OfficeSerSupp,Office Supplies (except Paper) Manufacturing,Uniform,Low,0
1205,FAIR ISAAC CORPORATION,Zimbabwe,Africa & Middle East,USA,Technology,TECHNOLOGY,SWAppli,Low,0
1206,NEW SYSTEMNS JOINERY PRIVATE LIMITED,Zimbabwe,Africa & Middle East,ZWE,Property,Real Estate Services,Management,Low,0
1207,CHENGETEDZAI DEPOSITORY COMPANY LIMITED,Zimbabwe,Africa & Middle East,ZWE,Uncategorised,FINANCE,Uncategorised,Low,0
1208,ASSOCIATION OF TANZANIA EMPLOYERS,Tanzania,Africa & Middle East,TZA,Professional Services,All Other Professional~ Scientific~ and Technical Services,Others,Low,0
1209,AUA INDUSTRIA GROUP LIMITED,Tanzania,Africa & Middle East,TZA,Property,Commercial and Institutional Building Construction,R&M,Medium,0
1210,THE COPYCAT TANZANIA LIMITED,Tanzania,Africa & Middle East,TZA,OfficeSerSupp,Office Supplies (except Paper) Manufacturing,Others,Medium,0
1211,COMPUTER CENTRE (T) LTD,Tanzania,Africa & Middle East,TZA,Technology,TECHNOLOGY,HWDesktop,Low,0
1212,MULTICHOICE TANZANIA LIMITED,Tanzania,Africa & Middle East,TZA,Marketing,Marketing Consulting Services,Media,Low,0
1213,NILI'S MAGAZINE DISTRIBUTORS,Tanzania,Africa & Middle East,TZA,HR,Human Resources Consulting Services,StaffBenefits,Low,0
1214,HARBOUR VIEW SUITES LIMITED,Tanzania,Africa & Middle East,TZA,Property,Real Estate Services,Rent,Low,0
1215,CONCRETE SYSTEMS LIMITED,Tanzania,Africa & Middle East,TZA,Property,Real Estate Services,Management,Low,0
1216,DHL TANZANIA LTD,Tanzania,Africa & Middle East,DEU,BankOpsSrvc,Couriers and Express Delivery Services,Courier&mail,Medium,0
1217,DHL TANZANIA LTD,Tanzania,Africa & Middle East,TZA,BankOpsSrvc,Couriers and Express Delivery Services,Courier&mail,Medium,0
1218,NOVELTY EAST AFRICALIMITED,Tanzania,Africa & Middle East,TZA,HR,Human Resources Consulting Services,StaffBenefits,Low,0
1219,NATIONAL INSURANCE CORP(T) LTD,Tanzania,Africa & Middle East,TZA,Professional Services,INSURANCE,Insurance,Medium,0
1220,PRICE WATERHOUSE COOPERS LTD,Tanzania,Africa & Middle East,TZA,Professional Services,Management consultancy activities,MgtConsult,Low,0
1221,SIMBA NET (T) LTD,Tanzania,Africa & Middle East,TZA,Technology,TECHNOLOGY,T&N-VoDtBilling,Medium,0
1222,SOUTHERNSUN HOTELS (TANZANIA) LIMITED,Tanzania,Africa & Middle East,TZA,Travel,Travel Agencies,Hotel&Servapart,Low,0
1223,SCI TANZANIA LIMITED,Tanzania,Africa & Middle East,TZA,Technology,TECHNOLOGY,ATM Maint,Medium,0
1224,THE GUARDIAN LIMITED,Tanzania,Africa & Middle East,TZA,Marketing,Marketing Consulting Services,Media,Low,0
1225,TANZANIA INSTITUTE OF BANKERS,Tanzania,Africa & Middle East,TZA,HR,Human Resources Consulting Services,Train&Dlvp,Low,0
1226,TOYOTA TANZANIA LTD,Tanzania,Africa & Middle East,TZA,HR,Human Resources Consulting Services,StaffBenefits,Medium,0
1227,TANZANIA POSTS CORPORATION,Tanzania,Africa & Middle East,TZA,BankOpsSrvc,Couriers and Express Delivery Services,Courier&mail,Low,0
1228,TANZANIA TELECOMMUNICATIONS CO. LTD,Tanzania,Africa & Middle East,TZA,Technology,TECHNOLOGY,T&N-VoDtBilling,Low,0
1229,VODACOM TANZANIA PUBLIC LIMITED COMPANY,Tanzania,Africa & Middle East,TZA,Technology,TECHNOLOGY,T&N-VoDtBilling,Medium,0
1230,WALJI'S TRAVEL BUREAU LTD,Tanzania,Africa & Middle East,TZA,Travel,Travel Agencies,Transport(fees),Medium,0
1231,XPRESS RENT A CAR,Tanzania,Africa & Middle East,TZA,Travel,Travel Agencies,Transport(fees),Medium,0
1232,ZAMZAM STATIONERY SUPERMARKET,Tanzania,Africa & Middle East,TZA,OfficeSerSupp,Office Supplies (except Paper) Manufacturing,OffSup,Low,0
1233,IMAGING SMART,Tanzania,Africa & Middle East,TZA,Marketing,Marketing Consulting Services,Media,Low,0
1234,INTERNATIONAL HOUSE PROPERTY,Tanzania,Africa & Middle East,TZA,Property,Real Estate Services,Rent,High,0
1235,AIRTEL TANZANIA LIMITED,Tanzania,Africa & Middle East,TZA,Technology,TECHNOLOGY,T&N-VoDtBilling,Low,0
1236,THE LIVING ROOM LIMITED,Tanzania,Africa & Middle East,TZA,Property,Real Estate Services,Furn&equip,Low,0
1237,BLOOMBERG FINANCE LP,Tanzania,Africa & Middle East,USA,Technology,TECHNOLOGY,Srvc-MrktData,Medium,0
1238,EQUANT TANZANIA LIMITED,Tanzania,Africa & Middle East,TZA,Technology,TECHNOLOGY,T&N-VoDtBilling,Low,0
1239,01 SYSTEMS WLL,Tanzania,Africa & Middle East,BHR,Technology,TECHNOLOGY,SWAppli,Low,0
1240,REUTERS LTD,Tanzania,Africa & Middle East,GBR,Technology,TECHNOLOGY,Srvc-MrktData,Medium,0
1241,REUTERS LTD,Tanzania,Africa & Middle East,ZAF,Technology,TECHNOLOGY,Srvc-MrktData,Medium,0
1242,FINASTRA TECHNOLOGY INC,Tanzania,Africa & Middle East,GBR,Technology,TECHNOLOGY,SWAppli,Low,0
1243,FINASTRA TECHNOLOGY INC,Tanzania,Africa & Middle East,TZA,Technology,TECHNOLOGY,SWAppli,Low,0
1244,LABOUR'S CHIEF FACTORY INSPECTION UNIT,Tanzania,Africa & Middle East,TZA,HR,Human Resources Consulting Services,StaffBenefits,Low,0
1245,SOFTNET TECHNOLOGIES LIMITED,Tanzania,Africa & Middle East,TZA,Technology,TECHNOLOGY,SWDesktop,Medium,0
1246,BRITAM INSURANCE (TANZANIA) LTD,Tanzania,Africa & Middle East,TZA,Professional Services,INSURANCE,Insurance,Medium,0
1247,SHOPPERS PLAZA,Tanzania,Africa & Middle East,TZA,Property,Real Estate Services,Rent,Medium,0
1248,WALJI'S TRAVEL BUREAU LTD FOREIGN CURREN,Tanzania,Africa & Middle East,TZA,Travel,Travel Agencies,Transport(fees),Medium,0
1249,FK LAW CHAMBERS,Tanzania,Africa & Middle East,TZA,Professional Services,Legal Services,Legal,Low,0
1250,MWANANCHI COMMUNICATIONS LIMITED,Tanzania,Africa & Middle East,TZA,OfficeSerSupp,Office Supplies (except Paper) Manufacturing,Others,Low,0
1251,ZANZIBAR TELECOM LTD,Tanzania,Africa & Middle East,TZA,Technology,TECHNOLOGY,T&N-VoDtBilling,Low,0
1252,IMMMA ADVOCATES,Tanzania,Africa & Middle East,TZA,Professional Services,Legal Services,Legal,Low,0
1253,HOTEL SEA CLIFF LTD,Tanzania,Africa & Middle East,TZA,Travel,Travel Agencies,Hotel&Servapart,Low,0
1254,SGA CASH IN TRANSIT T LIMITED,Tanzania,Africa & Middle East,TZA,Property,Real Estate Services,ResOps,Medium,0
1255,DELOITTE CONSULTING LTD,Tanzania,Africa & Middle East,TZA,Professional Services,Management consultancy activities,MgtConsult,Low,0
1256,DELOITTE CONSULTING LTD,Tanzania,Africa & Middle East,USA,Professional Services,Management consultancy activities,MgtConsult,Low,0
1257,HUGO DOMINGO,Tanzania,Africa & Middle East,TZA,Marketing,Marketing Consulting Services,DistMkgServ,Low,0
1258,SPICE HOTELLIMITED,Tanzania,Africa & Middle East,TZA,Travel,Travel Agencies,Hotel&Servapart,Low,0
1259,SEA CLIFF COURT LIMITED,Tanzania,Africa & Middle East,TZA,Travel,Travel Agencies,Hotel&Servapart,Low,0
1260,SELCOM PAYTECH PUBLIC LIMITED COMPANY,Tanzania,Africa & Middle East,TZA,Technology,TECHNOLOGY,Srvc-Others,Low,0
1261,VASCO DATA SECURITY ASIA PACIFIC PTE LTD,Tanzania,Africa & Middle East,SGP,Technology,TECHNOLOGY,SWAppli,Low,0
1262,VASCO DATA SECURITY ASIA PACIFIC PTE LTD,Tanzania,Africa & Middle East,TZA,Technology,TECHNOLOGY,SWAppli,Low,0
1263,DAR ES SALAAM WATER AND SEWERAGE,Tanzania,Africa & Middle East,TZA,Property,Real Estate Services,WaterSew,Low,0
1264,HYATT REGENCY DAR ES SALAAM -,Tanzania,Africa & Middle East,TZA,Travel,Travel Agencies,Hotel&Servapart,Low,0
1265,YONO AUCTION MART AND COMPANY LTD,Tanzania,Africa & Middle East,TZA,BankOpsSrvc,Management consultancy activities,Storage,Low,0
1266,DAR ES SALAAM SERENA HOTEL,Tanzania,Africa & Middle East,TZA,Travel,Travel Agencies,Hotel&Servapart,Low,0
1267,MFI MANAGED DOCUMENT SOLUTIONS LIMITED,Tanzania,Africa & Middle East,TZA,OfficeSerSupp,Office Supplies (except Paper) Manufacturing,Mach&Appliance,Low,0
1268,FBNE LIMITED,Tanzania,Africa & Middle East,TZA,Property,Real Estate Services,Management,Low,0
1269,ERNST & YOUNG,Tanzania,Africa & Middle East,TZA,Professional Services,Management consultancy activities,MgtConsult,Low,0
1270,SHAMO INDUSTRIES & CO (T) LTD,Tanzania,Africa & Middle East,TZA,Property,Real Estate Services,Energy,Low,0
1271,COMSEC SECURITY SYSTEMS LIMITED,Tanzania,Africa & Middle East,TZA,Property,Security,Security,Medium,0
1272,WEST UC LIMITED,Tanzania,Africa & Middle East,GBR,Technology,TECHNOLOGY,T&N-VoDtBilling,Low,0
1273,WEST UC LIMITED,Tanzania,Africa & Middle East,HKG,Technology,TECHNOLOGY,T&N-VoDtBilling,Low,0
1274,WEST UC LIMITED,Tanzania,Africa & Middle East,TZA,Technology,TECHNOLOGY,T&N-VoDtBilling,Low,0
1275,KIBO PALACE HOTELS AND RESORT LTD,Tanzania,Africa & Middle East,TZA,Travel,Travel Agencies,Others,Low,0
1276,DAR ES SALAAM STOCK EXCHANGE,Tanzania,Africa & Middle East,TZA,Technology,TECHNOLOGY,T&N-Equip,Low,0
1277,G4S SECURE SOLUTIONS (T) LIMITED,Tanzania,Africa & Middle East,TZA,BankOpsSrvc,Security,SecrdServ,High,0
1278,LAND MASTERS COMBINE LIMITED,Tanzania,Africa & Middle East,TZA,Professional Services,All Other Professional~ Scientific~ and Technical Services,Others,Low,0
1279,CREDITINFO TANZANIA LIMITED,Tanzania,Africa & Middle East,TZA,Professional Services,All Other Professional~ Scientific~ and Technical Services,CrAgencies,Low,0
1280,VENDING SERVICES (T) LTD,Tanzania,Africa & Middle East,TZA,OfficeSerSupp,Office Supplies (except Paper) Manufacturing,OffSup,Low,0
1281,K&M ADVOCATES,Tanzania,Africa & Middle East,TZA,Professional Services,Legal Services,Legal,Low,0
1282,Electronic Documents Centre L.L.C,Tanzania,Africa & Middle East,ARE,OfficeSerSupp,Office Supplies (except Paper) Manufacturing,PrintProdt,Low,0
1283,Electronic Documents Centre L.L.C,Tanzania,Africa & Middle East,TZA,OfficeSerSupp,Office Supplies (except Paper) Manufacturing,PrintProdt,Low,0
1284,APERTA LTD,Tanzania,Africa & Middle East,TZA,Technology,TECHNOLOGY,SWAppli,Low,0
1285,ALCOVE HOLDINGS LIMITED,Tanzania,Africa & Middle East,TZA,Travel,Travel Agencies,Events,Low,0
1286,IPSOS TANZANIA LIMITED,Tanzania,Africa & Middle East,TZA,Marketing,Marketing Consulting Services,AgencyServFees,Low,0
1287,CELLULANT TANZANIA LIMITED,Tanzania,Africa & Middle East,TZA,Technology,TECHNOLOGY,T&N-VoDtBilling,Medium,0
1288,AFRICAN VILLAGE ESTATE CO. LTD,Tanzania,Africa & Middle East,TZA,Property,Real Estate Services,Rent,Low,0
1289,MWEMA ADVOCATES,Tanzania,Africa & Middle East,TZA,Professional Services,Legal Services,Legal,Low,0
1290,PROPERTYWISE (T) LIMITED,Tanzania,Africa & Middle East,TZA,Professional Services,All Other Professional~ Scientific~ and Technical Services,CrAgencies,Low,0
1291,TANZANIA BANKERS ASSOCIATION LIMITED,Tanzania,Africa & Middle East,TZA,Professional Services,All Other Professional~ Scientific~ and Technical Services,Others,Low,0
1292,BON VOYAGE TRAVEL CENTRE LIMITED,Tanzania,Africa & Middle East,TZA,Travel,Travel Agencies,Transport(fees),Low,0
1293,SCI TECHNOLOGIES LIMITED,Tanzania,Africa & Middle East,TZA,BankOpsSrvc,Security,SecrdServ,Low,0
1294,TREADSTONE CONSULTING LIMITED,Tanzania,Africa & Middle East,TZA,Technology,TECHNOLOGY,SWAppli,Low,0
1295,OMAR ISSA SURVE,Tanzania,Africa & Middle East,TZA,HR,Human Resources Consulting Services,StaffBenefits,Low,0
1296,JAMANA PRINTERS LIMITED,Tanzania,Africa & Middle East,TZA,OfficeSerSupp,Office Supplies (except Paper) Manufacturing,PrintProdt,Low,0
1297,MONAS BEVERAGES CO LIMITED,Tanzania,Africa & Middle East,TZA,HR,Human Resources Consulting Services,StaffBenefits,Low,0
1298,HOTEL TILAPIA LTD,Tanzania,Africa & Middle East,TZA,Travel,Travel Agencies,Hotel&Servapart,Low,0
1299,MALOLO BAZAAR,Tanzania,Africa & Middle East,TZA,HR,Human Resources Consulting Services,StaffBenefits,Low,0
1300,MULTI TECHNICAL INVESTMENTS LTD,Tanzania,Africa & Middle East,TZA,HR,Human Resources Consulting Services,StaffBenefits,Low,0
1301,CA TECHNOLOGIES,Tanzania,Africa & Middle East,TZA,Technology,TECHNOLOGY,SWAppli,Low,0
1302,ISON TECHNOLOGIES TANZANIA LIMITED,Tanzania,Africa & Middle East,TZA,Technology,TECHNOLOGY,T&N-Equip,Low,0
1303,THE JUBILEE INSURANCE CO.OF TANZANIA LTD,Tanzania,Africa & Middle East,TZA,Professional Services,INSURANCE,Insurance,High,0
1304,RUSHDA ENTERPRISES,Tanzania,Africa & Middle East,TZA,HR,Human Resources Consulting Services,StaffBenefits,Low,0
1305,REED BUSINESS INFORMATION LIMITED,Tanzania,Africa & Middle East,TZA,Professional Services,All Other Professional~ Scientific~ and Technical Services,Others,Low,0
1306,TECHNOLOGY ASSOCIATES LIMITED,Tanzania,Africa & Middle East,TZA,Technology,TECHNOLOGY,ATM Maint,Medium,0
1307,Continental Capital Markets,Tanzania,Africa & Middle East,TZA,Professional Services,FINANCE,FinServ,Low,0
1308,Elite Computers Tanzania Limited,Tanzania,Africa & Middle East,TZA,Technology,TECHNOLOGY,T&N-PersEquip,Low,0
1309,TKA COMPANY LIMITED,Tanzania,Africa & Middle East,TZA,Professional Services,All Other Professional~ Scientific~ and Technical Services,Others,Low,0
1310,ERNST & YOUNG Advisory Pte Ltd,Tanzania,Africa & Middle East,TZA,Professional Services,Management consultancy activities,MgtConsult,Low,0
1311,ERNST & YOUNG Advisory Pte Ltd,Tanzania,Africa & Middle East,USA,Professional Services,Management consultancy activities,MgtConsult,Low,0
1312,The Express Hotel Limited,Tanzania,Africa & Middle East,TZA,Travel,Travel Agencies,Hotel&Servapart,Low,0
1313,Knight Frank IHP Service Charge,Tanzania,Africa & Middle East,TZA,Property,Real Estate Services,Rent,Medium,0
1314,CABLE TELEVISION NETWORK (CTV) LIMITED,Tanzania,Africa & Middle East,TZA,Technology,TECHNOLOGY,T&N-VoDtBilling,Low,0
1315,M AND R AGENCY LIMITED,Tanzania,Africa & Middle East,TZA,Professional Services,All Other Professional~ Scientific~ and Technical Services,CrAgencies,Low,0
1316,KPMG,Tanzania,Africa & Middle East,TZA,Professional Services,All Other Professional~ Scientific~ and Technical Services,Audit&Acctng,Medium,0
1317,THE TANGANYIKA FARMERS ASSOCIATION,Tanzania,Africa & Middle East,TZA,Property,Real Estate Services,Energy,Low,0
1318,COASTAL FRUITS LIMITED,Tanzania,Africa & Middle East,TZA,OfficeSerSupp,Office Supplies (except Paper) Manufacturing,OffSup,Low,0
1319,KELA SUPERMARKET,Tanzania,Africa & Middle East,TZA,HR,Human Resources Consulting Services,StaffBenefits,Low,0
1320,BRONWYN NIELSEN T A VISION ZONE,Tanzania,Africa & Middle East,TZA,HR,Human Resources Consulting Services,Train&Dlvp,Low,0
1321,BRONWYN NIELSEN T A VISION ZONE,Tanzania,Africa & Middle East,ZAF,HR,Human Resources Consulting Services,Train&Dlvp,Low,0
1322,CAPITAL MARKETS AND SECURITIES AUTHORITY,Tanzania,Africa & Middle East,TZA,Professional Services,Legal Services,Legal,Low,0
1323,ARUSHA INTERNATIONAL CONFERENCE,Tanzania,Africa & Middle East,TZA,Travel,Travel Agencies,Hotel&Servapart,Low,0
1324,SALUTE FINANCE LIMITED,Tanzania,Africa & Middle East,TZA,Travel,Travel Agencies,Transport(fees),Low,0
1325,YOUNG LEADERS ORGANISATION LIMITED,Tanzania,Africa & Middle East,TZA,HR,Human Resources Consulting Services,Train&Dlvp,Low,0
1326,CEO ROUNDTABLE OF TANZANIA,Tanzania,Africa & Middle East,TZA,Professional Services,All Other Professional~ Scientific~ and Technical Services,Others,Low,0
1327,TOP ARCHIVE EA LIMITED,Tanzania,Africa & Middle East,TZA,BankOpsSrvc,Management consultancy activities,Storage,Medium,0
1328,CITY PLAZA LIMITED,Tanzania,Africa & Middle East,TZA,Travel,Travel Agencies,Hotel&Servapart,Medium,0
1329,DENTSU AEGIS NETWORK TANZANIA LIMITED,Tanzania,Africa & Middle East,TZA,Marketing,Marketing Consulting Services,Media,Low,0
1330,KPMG ADVISORY LIMITED,Tanzania,Africa & Middle East,TZA,Professional Services,All Other Professional~ Scientific~ and Technical Services,Audit&Acctng,Low,0
1331,BEACH RESIDENCE LIMITED,Tanzania,Africa & Middle East,TZA,Travel,Travel Agencies,Hotel&Servapart,Low,0
1332,DATA CENTRE LIMITED,Tanzania,Africa & Middle East,KEN,Travel,Travel Agencies,Hotel&Servapart,Low,0
1333,ALLTERRAIN SERVICES TANZANIA LIMITED,Tanzania,Africa & Middle East,TZA,Property,Real Estate Services,Management,High,0
1334,BRITISH BUSINESS GROUP,Tanzania,Africa & Middle East,TZA,Marketing,Marketing Consulting Services,Sponsorship,Low,0
1335,EMAX GENERAL TRADERS,Tanzania,Africa & Middle East,TZA,Property,Real Estate Services,R&M,Low,0
1336,VIETTEL TANZANIA LIMITED,Tanzania,Africa & Middle East,TZA,Technology,TECHNOLOGY,T&N-Equip,Low,0
1337,RADAR LIMITED,Tanzania,Africa & Middle East,TZA,HR,Human Resources Consulting Services,Recrut&Temps,Low,0
1338,Rocket Products Limited,Tanzania,Africa & Middle East,TZA,Marketing,Marketing Consulting Services,DistMkgServ,Low,0
1339,OILCOMT LIMITED,Tanzania,Africa & Middle East,TZA,Property,Real Estate Services,ResOps,Low,0
1340,DUN AND BRADSTREET CREDIT,Tanzania,Africa & Middle East,TZA,Professional Services,All Other Professional~ Scientific~ and Technical Services,CrAgencies,Low,0
1341,MAISHA SUPERMARKET LIMITED,Tanzania,Africa & Middle East,TZA,Property,Caterers,Cater&Vending,Low,0
1342,STRIDE VENTURE,Tanzania,Africa & Middle East,KEN,HR,Human Resources Consulting Services,StaffBenefits,Low,0
1343,TPB BANK PUBLIC LIMITED COMPANY,Tanzania,Africa & Middle East,TZA,BankOpsSrvc,Security,SecrdServ,Low,0
1344,CSD AND REGISTRY COMPANY LIMITED,Tanzania,Africa & Middle East,TZA,Professional Services,INSURANCE,Insurance,Low,0
1345,FATIM FIDAHUSSEIN RASHID,Tanzania,Africa & Middle East,TZA,Property,Real Estate Services,Rent,Low,0
1346,BADI ATHUMANI NKYA,Tanzania,Africa & Middle East,TZA,Property,Real Estate Services,Rent,Low,0
1347,CCECC EAST AFRICA LIMITED,Tanzania,Africa & Middle East,TZA,Property,Real Estate Services,Rent,Low,0
1348,EDITH CLAUDIA MKONDYA,Tanzania,Africa & Middle East,TZA,Property,Real Estate Services,Rent,Low,0
1349,XTRA MICRO LIMITED,Tanzania,Africa & Middle East,TZA,Technology,TECHNOLOGY,T&N-VoDtBilling,Low,0
1350,SWACHEN ENTERPRISES LIMITED,Tanzania,Africa & Middle East,TZA,Property,All Other Professional~ Scientific~ and Technical Services,Fitout&Improv,Low,0
1351,BROLL KENYA LIMITED,Tanzania,Africa & Middle East,KEN,Property,Real Estate Services,Uni-BldMgtFee,Low,0
1352,CMC RENT A CAR LIMITED,Tanzania,Africa & Middle East,TZA,Travel,Travel Agencies,Transport(fees),Low,0
1353,J M D TRAVELS SERVICES,Tanzania,Africa & Middle East,TZA,Uncategorised,TRAVEL,Uncategorised,Low,0
1354,BRISCOE ATTORNEYS,Botswana,Africa & Middle East,BWA,Professional Services,Legal Services,Legal,Low,0
1355,PASTICHE (PROPRIETARY) LIMITEDt/aA,Botswana,Africa & Middle East,BWA,Uncategorised,Office Equipment Merchant Wholesalers,Uncategorised,Low,0
1356,CENTURY OFFICE SUPPLIES,Botswana,Africa & Middle East,BWA,OfficeSerSupp,Office Supplies (except Paper) Manufacturing,Mach&Appliance,Low,0
1357,BYTES TECHNOLOGY GROUP BOTSWANA,Botswana,Africa & Middle East,BWA,Technology,TECHNOLOGY,ATM Maint,High,0
1358,AGORA PROPERTIES (PTY) LTD,Botswana,Africa & Middle East,BWA,Property,Real Estate Services,Rent,Medium,0
1359,ORANGE (BOTSWANA) (PROPRIETARY) LIMITED,Botswana,Africa & Middle East,BWA,Technology,TECHNOLOGY,T&N-VoDtBilling,Medium,0
1360,KNIGHT FRANK,Botswana,Africa & Middle East,BWA,Property,Real Estate Services,Rent,Low,0
1361,SPRINT COURIERS (PTY) LTD,Botswana,Africa & Middle East,BWA,BankOpsSrvc,Couriers and Express Delivery Services,Courier&mail,High,0
1362,I.C.L BOTSWANA (PTY) LTD,Botswana,Africa & Middle East,BWA,Technology,TECHNOLOGY,HWDesktop,Medium,0
1363,ELLIOTT MOBILITY PROPRIETARY LIMITED,Botswana,Africa & Middle East,BWA,Travel,Travel Agencies,Transport(fees),Low,0
1364,DHL INTERNATIONAL (BOTSWANA) (PROPRIETAR,Botswana,Africa & Middle East,BWA,BankOpsSrvc,Couriers and Express Delivery Services,Courier&mail,Low,0
1365,KHUMO PROPERTY ASSET MANAGEMENT,Botswana,Africa & Middle East,BWA,Property,Real Estate Services,Rent,Low,0
1366,J.HASKINS & SONS (PTY) LTD,Botswana,Africa & Middle East,BWA,Property,Real Estate Services,Rent,Low,0
1367,SECURITY SYSTEMS (PTY) LTD,Botswana,Africa & Middle East,BWA,Property,Security,Security,High,0
1368,G4S (BOTSWANA) LIMITED,Botswana,Africa & Middle East,BWA,BankOpsSrvc,Security,SecrdServ,High,0
1369,AVANI GABORONE HOTEL & CASINO,Botswana,Africa & Middle East,BWA,Travel,Travel Agencies,Hotel&Servapart,Medium,0
1370,SCB GABORONE INDUSTRIAL BRANCH,Botswana,Africa & Middle East,BWA,Branch-Expense,All Other Business Support Services,Branch-Expense,Low,0
1371,SCB GAME CITY BRANCH,Botswana,Africa & Middle East,BWA,Branch-Expense,All Other Business Support Services,Branch-Expense,Low,0
1372,SCB HEMAMO HOUSE BRANCH,Botswana,Africa & Middle East,BWA,Branch-Expense,All Other Business Support Services,Branch-Expense,Low,0
1373,SCB JWANENG BRANCH,Botswana,Africa & Middle East,BWA,Branch-Expense,All Other Business Support Services,Branch-Expense,Low,0
1374,SCB LOBATSE BRANCH,Botswana,Africa & Middle East,BWA,Branch-Expense,All Other Business Support Services,Branch-Expense,Low,0
1375,SCB MALL BRANCH,Botswana,Africa & Middle East,BWA,Branch-Expense,All Other Business Support Services,Branch-Expense,Low,0
1376,SCB MAUN BRANCH,Botswana,Africa & Middle East,BWA,Branch-Expense,All Other Business Support Services,Branch-Expense,Low,0
1377,KGALAGADI PLASTIC INDUSTRIES (PROPRIETAR,Botswana,Africa & Middle East,BWA,OfficeSerSupp,Office Supplies (except Paper) Manufacturing,OffSup,Low,0
1378,MASSYN MOVES,Botswana,Africa & Middle East,BWA,Travel,Travel Agencies,Transport(fees),Low,0
1379,AVIS FLEET SERVICES BOTSWANA,Botswana,Africa & Middle East,BWA,Travel,Travel Agencies,Transport(fees),Medium,0
1380,CELL-CONNECT (PTY) LTD,Botswana,Africa & Middle East,BWA,Technology,TECHNOLOGY,T&N-VoDtBilling,Medium,0
1381,WATER UTILITIES CORPORATION,Botswana,Africa & Middle East,BWA,Property,Real Estate Services,WaterSew,Low,0
1382,KPMG,Botswana,Africa & Middle East,BWA,Professional Services,All Other Professional~ Scientific~ and Technical Services,Audit&Acctng,Medium,0
1383,MOTHEO APARTMENTS,Botswana,Africa & Middle East,BWA,Travel,Travel Agencies,Hotel&Servapart,Low,0
1384,BOTSWANA POST,Botswana,Africa & Middle East,BWA,BankOpsSrvc,Couriers and Express Delivery Services,Courier&mail,High,0
1385,COLLINS NEWMAN & CO,Botswana,Africa & Middle East,BWA,Professional Services,Legal Services,Legal,Low,0
1386,OUTSOURCED SOLUTION (PTY) LTD TA MAILING,Botswana,Africa & Middle East,BWA,OfficeSerSupp,Office Supplies (except Paper) Manufacturing,PrintProdt,High,0
1387,SCREEN PRINT (PTY) LTD T/A TRODAT,Botswana,Africa & Middle East,BWA,OfficeSerSupp,Office Supplies (except Paper) Manufacturing,PrintProdt,Low,0
1388,NORTHERN FIXTURES (PTY)LTD,Botswana,Africa & Middle East,BWA,OfficeSerSupp,Office Supplies (except Paper) Manufacturing,OffSup,Low,0
1389,SHUCHI HOUSE (PTY)LTD,Botswana,Africa & Middle East,BWA,Property,Real Estate Services,Rent,Medium,0
1390,CRESTA BOSELE HOTEL,Botswana,Africa & Middle East,BWA,Travel,Travel Agencies,Hotel&Servapart,Low,0
1391,CRESTA BOTSALO HOTEL,Botswana,Africa & Middle East,BWA,Travel,Travel Agencies,Hotel&Servapart,Low,0
1392,GRAND PALM HOTEL,Botswana,Africa & Middle East,BWA,Travel,Travel Agencies,Hotel&Servapart,Low,0
1393,CRESTA MARAKANELO (PROPRIETARY) LIMITED,Botswana,Africa & Middle East,BWA,Travel,Travel Agencies,Hotel&Servapart,Low,0
1394,CRESTA MARANG GARDENS,Botswana,Africa & Middle East,BWA,Travel,Travel Agencies,Hotel&Servapart,Low,0
